Company Code,Company Name,Order Number,Material Number,Material Description,Plant,Plant Name,Work Center ID,Operation Short Text,Operation/Activity Number,Created By,Created Date,Posting Date,Basic Finish Date,Basic Start Date,Reservation Number,Reservation Item,Storage Location,Purchase Document Item Number,Purchase Document Number,Vendor Code,Movement Type,MRP Controller,Planned output quantity,Requirement Quantity,Unit Measure,Withdrawn Quantity,Actual yield (confirmed),Actual_Yield_Percent,Actual_Loss_Percent,Standard_Yield_Loss
1000,CJSJ LTD,600003614,2500018,ELGI Make Air Compressor With 7.5 Hp Mot,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,12,,,0,,261,,1,30,KG,0,0,0,100,96.66666667
1000,CJSJ LTD,600003614,2600963,PERFORATED SHEET SS 6HLEX5TX1020X1980MM,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,13,,,0,,261,,1,840,BAG,840,0,0,100,99.88095238
1000,CJSJ LTD,600003614,2500209,BOOK CASE OFFICE FILE ALMIRAH 5 DOOR,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,14,,,0,,261,,1,55,L,0,0,0,100,98.18181818
1000,CJSJ LTD,600003614,2600981,"SHOT BLAST HOOK BUSH EN19,40-42HRC",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,15,,,0,,261,,1,25,TO,25,0,0,100,96
1000,CJSJ LTD,600003614,2601259,FRP SHEETS,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,16,,,0,,261,,1,27,TO,12.46,0,0,100,96.2962963
1000,CJSJ LTD,600003614,2200197,REFRACTORIES 50x125,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,17,,,0,,261,,1,60,L,0,0,0,100,98.33333333
1000,CJSJ LTD,600003614,2500303,"VIB. MOTOR 10.09KW RPM:1000,MVE15000/1E",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,18,,,0,,261,,1,80,KG,0,0,0,100,98.75
1000,CJSJ LTD,600003614,2300033,WASTE PAPER & GARBAGE SCRAP.,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,19,,,0,,261,,1,30,KG,30,0,0,100,96.66666667
1000,CJSJ LTD,600003614,2600628,"BOLT GI,M12X50MM",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,20,,,0,,261,,1,20,KG,20,0,0,100,95
1000,CJSJ LTD,600003614,2500211,BLUETOOTH JUMBO DISPLAY FOR PYROMETER,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,21,,,0,,261,,1,20,BAG,0,0,0,100,95
1000,CJSJ LTD,600003614,2600539,BUSH P/NO:P3898A-05,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,22,,,0,,261,,1,25,TO,25,0,0,100,96
1000,CJSJ LTD,600003614,2600632,"FLANGE PVC 2""",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,23,,,0,,261,,1,27,TO,27,0,0,100,96.2962963
1000,CJSJ LTD,600003614,2601044,"TEE MS 2½"" THREADED",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,24,,,0,,261,,1,25,TO,25,0,0,100,96
1000,CJSJ LTD,600003614,2600900,PUMP SHAFT MODEL:DB 65/20,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,25,,,0,,261,,1,27,TO,27,0,0,100,96.2962963
1000,CJSJ LTD,600003614,2200218,CERAMIC TUBE ID40L,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,26,,,0,,261,,1,45,KG,45,0,0,100,97.77777778
1000,CJSJ LTD,600003614,2600268,BEARING 696zz,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,27,,,0,,261,,1,200,TO,200,0,0,100,99.5
1000,CJSJ LTD,600003614,2600031,V-BELT C132,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,28,,,0,,261,,1,200,TO,200,0,0,100,99.5
1000,CJSJ LTD,600003614,2500282,"WIRELESS REMOT WEIGHING SCALE DISPLAY 4""",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,29,,,0,,261,,1,840,BAG,460,0,0,100,99.88095238
1000,CJSJ LTD,600003614,2200407,KALMIN 100 PLUS KSP8/17K,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,30,,,0,,261,,1,100,KG,100,0,0,100,99
1000,CJSJ LTD,600003614,2601234,CONVEYOR BELT 500MM /4PLY 300MM/600MM,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,31,,,0,,261,,1,200,KG,200,0,0,100,99.5
1000,CJSJ LTD,600003614,2600473,"CHAIN LINK HALF 5/8"".",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,32,,,0,,261,,1,600,KG,600,0,0,100,99.83333333
1000,CJSJ LTD,600003614,2200186,REFRACTORY STRAIGHT ID F40X250mm LENGTH,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,33,,,0,,261,,1,840,BAG,840,0,0,100,99.88095238
1000,CJSJ LTD,600003614,2601088,ANTISCALENT CHEMICAL UC 6633,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,34,,,0,,261,,1,840,BAG,840,0,0,100,99.88095238
1000,CJSJ LTD,600003614,2600458,OIL SEAL 50X72X8,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,35,,,0,,261,,1,840,BAG,840,0,0,100,99.88095238
1000,CJSJ LTD,600003614,'000000000092318087,CPVC 1 1/2  INCH UNION.,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,36,,,0,,261,,1,600,BAG,600,0,0,100,99.83333333
1000,CJSJ LTD,600003614,2600165,BRASS NOZZLE DIA:46MMX35MM LONG,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,37,,,0,,261,,1,100,BAG,100,0,0,100,99
1000,CJSJ LTD,600003614,'000000000092318171,GI 1 1/2 INCH PIPE.,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,38,,,0,,261,,1,700,BAG,100,0,0,100,99.85714286
1000,CJSJ LTD,600003614,2601190,BEARING 6218,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,39,,,0,,261,,1,600,BAG,0,0,0,100,99.83333333
1000,CJSJ LTD,600003614,2600551,STEER KNUCKLE RH P/NO:09182,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,40,,,0,,261,,1,600,BAG,600,0,0,100,99.83333333
1000,CJSJ LTD,600003614,2500290,AGITATION SYSTEM FOR WATER QUENCHING,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,42,,,0,,261,,1,100,BAG,100,0,0,100,99
1000,CJSJ LTD,600003614,2600139,"HOSE WIRE BRAIDED DN12,3000MM LONG",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,43,,,0,,261,,1,2,ROL,0,0,0,100,50
1000,CJSJ LTD,600003614,2200362,SLEEVE KALMINEX 2000PLUS 140 X 150 (O),1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,44,,,0,,261,,1,1,NO,0,0,0,100,0
1000,CJSJ LTD,600003614,2600093,"SPARE COLLET 1/4"" 6MM FOR APT AG-35",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,45,,,0,,261,,1,4,SET,0,0,0,100,75
1000,CJSJ LTD,600003614,2600135,BEARING 6204-2Z-C3,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,46,,,0,,261,,1,1,NO,0,0,0,100,0
1000,CJSJ LTD,600003614,2600018,HEAD HOUSING CP-3050,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,47,,,0,,261,,1,2,NO,0,0,0,100,50
1000,CJSJ LTD,600003614,2600095,THROTTLE LEVER E P/NO:2828 510,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,48,,,0,,261,,1,1,NO,0,0,0,100,0
1000,CJSJ LTD,600003614,2600841,SLEEVE H211,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,49,,,0,,261,,1,4,NO,0,0,0,100,75
1000,CJSJ LTD,600003614,2500289,KINGS BRINELL HARDNESS TESTER 0-3000KG,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,50,,,0,,261,,1,2,NO,0,0,0,100,50
1000,CJSJ LTD,600003614,2200321,SLEEVE KALMINEX 108 ZP8/14K (B),1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,51,,,0,,261,,1,2,NO,0,0,0,100,50
1000,CJSJ LTD,600003614,2600054,IMPELLER DRG NO:S16613030206,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,52,,,0,,261,,1,30,NO,0,0,0,100,96.66666667
1000,CJSJ LTD,600003614,2600531,BRAKE DRUM 250DIA,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,53,,,0,,261,,1,2,PAC,0,0,0,100,50
1000,CJSJ LTD,600003614,2600682,SOCKET BIT C24,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,54,,,0,,261,,1,5,NO,0,0,0,100,80
1000,CJSJ LTD,600003614,2600106,OIL FILTER FOR GAE90 P/NO:2903 752,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,55,,,0,,261,,1,3,NO,0,0,0,100,66.66666667
1000,CJSJ LTD,600003614,2600642,HEAD SCREW HEX MS 4MM X 20MM,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,56,,,0,,261,,1,4,PAC,0,0,0,100,75
1000,CJSJ LTD,600003614,2600880,BEARING COVER FOR 7.5TON,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,57,,,0,,261,,1,15,NO,0,0,0,100,93.33333333
1000,CJSJ LTD,600003614,2200427,FEDIN BOARD-ND4 COVER-251206,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,58,,,0,,261,,1,15,NO,0,0,0,100,93.33333333
1000,CJSJ LTD,600003614,2600939,BELT CONVEYOR REAR DRUM 50TON,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,59,,,0,,261,,1,3,NO,0,0,0,100,66.66666667
1000,CJSJ LTD,600003614,2600913,NON DRIVE ROLER,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,60,,,0,,261,,1,4,PAC,0,0,0,100,75
1000,CJSJ LTD,600003614,2600743,"EMERY BELT 80GIRT 6""",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,61,,,0,,261,,1,3,NO,0,0,0,100,66.66666667
1000,CJSJ LTD,600003614,2600344,AIR FILTER CARTRIDGE P/NO:29145024,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,62,,,0,,261,,1,2,NO,0,0,0,100,50
1000,CJSJ LTD,600003614,2500347,Car Detailing charges-BMW 7series,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,63,,,0,,261,,1,100,BAG,100,0,0,100,99
1000,CJSJ LTD,600003614,2200121,PIG IRON NODULAR HIGH QUALITY,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,65,,,0,,261,,1,800,KG,800,0,0,100,99.875
1000,CJSJ LTD,600003614,2600749,BALL BEARING 6307 2Z C3,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,67,,,0,,261,,1,600,BAG,0,0,0,100,99.83333333
1000,CJSJ LTD,600003614,2601095,"WIRE BRAIDED HOSE DN12,2500MM LONG",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,69,,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600003614,2500031,"POURING PLATE 1735X1200X32MM,GRADE:FG260",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,70,,,0,,261,,1,2,NO,2,0,0,100,50
1000,CJSJ LTD,600003614,2600896,"MOTOR 22KW/33HP 3000SRPM,SC180M",1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,72,,,0,,261,,1,199.12,TO,199.12,0,0,100,99.49779028
1000,CJSJ LTD,600003614,2200181,Refractory Pouring Cup ID DIA 70X220mm-M,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,74,,,0,,261,,1,100,BAG,100,0,0,100,99
1000,CJSJ LTD,600003614,2600374,"CHAIN LINK FULL SIMPLEX 1/2""",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,76,,,0,,261,,1,1,PAA,1,0,0,100,0
1000,CJSJ LTD,600003614,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,78,,,0,,261,,1,1200,KG,1200,0,0,100,99.91666667
1000,CJSJ LTD,600003614,'000000000092107263,MANDREL KEY DRG. NO. MISC-751,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,80,,,0,,261,,1,2250,KG,2250,0,0,100,99.95555556
1000,CJSJ LTD,600003614,2600471,"CHAIN LINK HALF 1¼""",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,81,,,0,,261,,1,1500,NO,1500,0,0,100,99.93333333
1000,CJSJ LTD,600003614,2601290,LOCK PLATE P/NO:512505100 FOR FORKLIFT,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,82,,,0,,261,,1,4500,KG,3750,0,0,100,99.97777778
1000,CJSJ LTD,600003614,2500282,"WIRELESS REMOT WEIGHING SCALE DISPLAY 4""",1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,83,,,0,,261,,1,30,KG,0,0,0,100,96.66666667
1000,CJSJ LTD,600003614,2600109,BEARING T210,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,84,,,0,,261,,1,150,KG,0,0,0,100,99.33333333
1000,CJSJ LTD,600003614,2601177,BASE & CAP ASSY (SUPPORT CASTING),1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,85,,,0,,261,,1,150,NO,0,0,0,100,99.33333333
1000,CJSJ LTD,600003614,2600277,HOOK LATCH FOR 5TON CRANE,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,86,,,0,,261,,1,150,NO,150,0,0,100,99.33333333
1000,CJSJ LTD,600003614,2601326,OIL SEAL 52X72X12,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,87,,,0,,261,,1,300,KG,100,0,0,100,99.66666667
1000,CJSJ LTD,600003614,2500003,"Lenovo Desktop I3,4GB RAM,1 TB HD",1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,88,,,0,,261,,1,300,KG,90,0,0,100,99.66666667
1000,CJSJ LTD,600003614,2601072,PERNO PIN GOUJON BIG,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,90,1,,0,,261,,1,97,BAG,97,0,0,100,98.96907216
1000,CJSJ LTD,600003614,2500363,DELL PRECISION 5860 TOWER,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,91,1,,0,,261,,1,3,ROL,3,0,0,100,66.66666667
1000,CJSJ LTD,600003614,2601072,PERNO PIN GOUJON BIG,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,93,1,,0,,261,,1,8160,KG,8160,0,0,100,99.9877451
1000,CJSJ LTD,600003614,2200207,CERAMIC TUBE OD50x45,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,95,1,,0,,261,,1,11290,KG,11290,0,0,100,99.9911426
1000,CJSJ LTD,600003614,2300005,SCRAP PACKING WOOD,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,96,1,,0,,261,,1,14420,KG,14420,0,0,100,99.99306519
1000,CJSJ LTD,600003614,'000000000092318142,GI 1/2 INCH MTA.,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,97,1,,0,,261,,1,2234,BAG,2234,0,0,100,99.95523724
1000,CJSJ LTD,600003614,2600414,SEALED BEARING P/NO:5.18.21.1,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,98,,,0,,261,,1,125,NO,125,0,0,100,99.2
1000,CJSJ LTD,600003614,2600823,"PIPE CONDUIT L BEND 2½""",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,99,,,0,,261,,1,17,BAG,17,0,0,100,94.11764706
1000,CJSJ LTD,600003614,2200224,CERAMIC TUBE ID70L.,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,100,1,,0,,261,,1,7000,NO,7000,0,0,100,99.98571429
1000,CJSJ LTD,600003614,2300028,SCRAP E WASTE,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,101,1,,0,,261,,1,5000,NO,5000,0,0,100,99.98
1000,CJSJ LTD,600003614,'000000000092318079,CPVC 1 1/4  INCH BALL VALVE.,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,103,,,0,,261,,1,1,NO,1,0,0,100,0
1000,CJSJ LTD,600003614,2600183,"BEND SEAMLESS 3""LONG",1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,105,,,0,,261,,1,153,BAG,153,0,0,100,99.34640523
1000,CJSJ LTD,600003614,2600662,NUT GI M10,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,107,,,0,,261,,1,200,BAG,0,0,0,100,99.5
1000,CJSJ LTD,600003614,2200182,"REFRACTORY STRAIGHT ID DIA 40mm X ""L",1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,108,1,,0,,261,,1,200,BAG,0,0,0,100,99.5
1000,CJSJ LTD,600003614,2200180,REFRACTORY PIPE DIA 50 X 100MM LENGHT,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,109,,,0,,261,,1,250,KG,0,0,0,100,99.6
1000,CJSJ LTD,600003614,2600645,HOLE PUNCH 20MM,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,110,,,0,,261,,1,250,KG,0,0,0,100,99.6
1000,CJSJ LTD,600003614,2200395,KALMIN 100 PLUS ND7 SL,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,111,,,0,,261,,1,1600,KG,0,0,0,100,99.9375
1000,CJSJ LTD,600003614,'000000000092318085,CPVC 1 1/4  INCH C-CLAMP.,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,112,,,0,,261,,1,400,KG,0,0,0,100,99.75
1000,CJSJ LTD,600003614,2600078,CONTROL GUAGE SHOT BLAST MACHINE,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,114,,,0,,261,,1,220,KG,220,0,0,100,99.54545455
1000,CJSJ LTD,600003614,2500399,Fan Dimmer,1004,"CJSJ Works, Mangrol",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,115,,,0,,261,,1,950,KG,950,0,0,100,99.89473684
1000,CJSJ LTD,600003614,2600958,HOOK PINION GEAR FOR SHOT BLAST,1015,CJSJ Pearl,10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,116,,,0,,261,,1,1650,KG,1650,0,0,100,99.93939394
1000,CJSJ LTD,600003614,2500129,DRINKING WATER COOLER 150 LTR CAPACITY,1001,"CJSJ Works, Nashik",10001226,material issues,10,C_1100244,19-08-2025,19-08-2025,08-04-2024,08-04-2024,4724,118,,,0,,261,,1,500,NO,500,0,0,100,99.8
