Company Code,Company Name ,Plant Code,Plant Description,VendorNo,Currency,DELIVERYDATE,Location,Document Status,DOCUMENTSTATUS,GL Account,PO No,Vendor Nmae,VENDGROUP,Area ID,Date of Creation,CREATEDBY,TAPFPRIMARYADDRESSNAME,Total PO Value,DISCAMOUNT,DISCPERCENT,GRN Number,Material Code,Material Description,Line Amount,PRICEUNIT,Unit Price,Quantity,Sales Unit,Modification Test,Inventory Group,Comment,Vendor Comments,MODIFIEDBY,Line No,Contract Price,Contract End Date,FROMDIFF,TODIFF,PriceDiff,FinalImpact
1000,CJSJ LTD,1001,"CJSJ Works, Nashik",GV11606,INR,29-07-2025,,Purchase Order,Approved,EXP_VPP,4100029187,Rajmeek Rice Traders,EXP,gle,29-07-2025 05:13,C_1100149,METRO CASH & CARRY INDIA PVT LTD,106590,0,0,GLE-242155,'000000000093500110,SIEMENS/3273/DCR-460/50C470/IP,17856,1,99.2,180,EA,03-08-2025 11:21,CHILDPT,NULL,NULL,C_1100149,5,97,31-08-2024,34,32,2.2,396
1000,CJSJ LTD,1902,"CJSJ Works, Ayodhya",GV05734,INR,02-08-2025,Vrindavan,Purchase Order,Review Pending,TAX_VPP,4100000264,Victoria Foods Pvt Ltd,EXP,vri,02-08-2025 07:15,C_1100400,VICTORIA FOODS PVT LTD,7920,0,0,VRI-237567,'000000000092318064,AXLE BLADE DOUBLE SIDE.,7920,1,88,90,EA,03-08-2025 04:15,PN001,NULL,NULL,C_1100400,2,82,31-08-2024,48,28,6,540
1000,CJSJ LTD,1004,"CJSJ Works, Mangrol",GV10131,INR,05-07-2025,NULL,Purchase Order,Approved,EXP_VPP,4600002507,Adani Wilmar Limited,EXP,hkh,05-07-2025 09:47,C_1100441,Adani Wilmar Limited,889875,0,0,HKH-335051,'000000000092318082,CPVC 1 1/4  INCH DUMMY PLUG.,218452.5,1,109.5,1995,EA,05-08-2025 09:03,PN001,NULL,NULL,C_1100441,1,103.5,31-07-2024,39,25,6,11970
1000,CJSJ LTD,1015,CJSJ Pearl ,GV10131,INR,05-07-2025,NULL,Purchase Order,Approved,EXP_VPP,4600002507,Adani Wilmar Limited,EXP,hkh,05-07-2025 09:47,C_1100441,Adani Wilmar Limited,889875,0,0,HKH-335050,'000000000092318090,CPVC 1 1/2  INCH 90 DEGREE BEND.,232875,1,103.5,2250,EA,05-08-2025 09:03,PN001,NULL,NULL,C_1100441,11,102,31-08-2024,8,56,1.5,3375
1000,CJSJ LTD,1001,"CJSJ Works, Nashik",GV09321,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600004687,HARE KRISHNA HILL - TAPF,GRP,gah,01-08-2025 09:56,C_1102091,HARE KRISHNA HILL - TAPF,335743,0,0,GAH-065534,'000000000092318047,CPVC 1 INCH FTA.,11956,1,122,98,EA,05-08-2025 04:45,PN001,NULL,NULL,C_1102091,18,120,31-08-2024,35,29,2,196
1000,CJSJ LTD,1902,"CJSJ Works, Ayodhya",GV09309,INR,02-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600003496,DELHI - Null - TAPF,GRP,gle,02-08-2025 10:47,C_1109923,DELHI - Null - TAPF,6005,0,0,GLE-245263,'000000000092318075,CPVC 1 1/4  INCH BRASS FTA.,6004.6,1,85.78,70,EA,05-08-2025 07:26,PN001,NULL,NULL,C_1109923,3,85.5,30-09-2024,6,58,0.28,19.6
1000,CJSJ LTD,1004,"CJSJ Works, Mangrol",GV11606,INR,29-07-2025,,Purchase Order,Approved,EXP_VPP,4600004343,Rajmeek Rice Traders,EXP,gbn,29-07-2025 05:14,C_1100158,METRO CASH & CARRY INDIA PVT LTD,471861,0,0,GBN-086913,'000000000092318115,CPVC 2   INCH BALL VALVE.,141120,1,168,840,EA,06-08-2025 06:54,PN001,NULL,NULL,C_1100158,3,155,31-08-2024,34,32,13,10920
1000,CJSJ LTD,1015,CJSJ Pearl ,GV09128,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,7000036578,Vrindavan - TAPF,GRP,bck,01-08-2025 10:34,C_1100361,Vrindavan - TAPF,11910,0,0,BCK-079861,'000000000092318167,GI 1 1/4 INCH TEE.,11910,1,99.25,120,EA,08-08-2025 03:37,PN001,NULL,NULL,C_1100361,5,99,31-08-2024,47,29,0.25,30
1000,CJSJ LTD,1001,"CJSJ Works, Nashik",GV03345,INR,30-05-2025,Ahmedabad,Purchase Order,Approved,EXP_VPP,7000036580,MIRACLE FOODS,EXP,amd,30-05-2025 08:19,C_1100158,MIRACLE FOODS,2621720,0,0,AMD-135247,'000000000092318167,GI 1 1/4 INCH TEE.,110000,1,110,1000,EA,08-08-2025 07:21,PN001,NULL,NULL,C_1100158,5,109,31-05-2024,68,0,1,1000
1000,CJSJ LTD,1902,"CJSJ Works, Ayodhya",GV02317,INR,30-05-2025,Ahmedabad,Purchase Order,Approved,EXP_VPP,7000036589,H R BRAND,EXP,amd,30-05-2025 08:37,C_1100484,H R BRAND,1236060,0,0,AMD-135267,'000000000092107263,MANDREL KEY DRG. NO. MISC-751,441450,1,98.1,4500,EA,08-08-2025 09:43,MC001,NULL,NULL,C_1100484,15,97,31-05-2024,39,0,1.1,4950
1000,CJSJ LTD,1004,"CJSJ Works, Mangrol",GV02317,INR,30-05-2025,Ahmedabad,Purchase Order,Approved,EXP_VPP,7000036589,H R BRAND,EXP,amd,30-05-2025 08:37,C_1100484,H R BRAND,1236060,0,0,AMD-135267,'000000000092107263,MANDREL KEY DRG. NO. MISC-751,441450,1,98.1,4500,EA,08-08-2025 09:43,MC001,NULL,NULL,C_1100484,8,97,31-05-2024,68,0,1.1,4950
1000,CJSJ LTD,1015,CJSJ Pearl ,GV03345,INR,30-05-2025,Ahmedabad,Purchase Order,Approved,EXP_VPP,7000036580,MIRACLE FOODS,EXP,amd,30-05-2025 08:19,C_1100158,MIRACLE FOODS,2621720,0,0,AMD-135245,'000000000093500111,SIEMENS/3273/DCR-720/50C470/IP,340000,1,85,4000,EA,08-08-2025 07:21,CHILDPT,NULL,NULL,C_1100158,13,75.5,31-05-2024,39,0,9.5,38000
1000,CJSJ LTD,1001,"CJSJ Works, Nashik",GV03345,INR,30-05-2025,Ahmedabad,Purchase Order,Approved,EXP_VPP,7000036580,MIRACLE FOODS,EXP,amd,30-05-2025 08:19,C_1100158,MIRACLE FOODS,2621720,0,0,AMD-135245,'000000000093500111,SIEMENS/3273/DCR-720/50C470/IP,340000,1,85,4000,EA,08-08-2025 07:21,CHILDPT,NULL,NULL,C_1100158,3,75.5,31-05-2024,68,0,9.5,38000
1000,CJSJ LTD,1902,"CJSJ Works, Ayodhya",GV04797,INR,02-08-2025,Varanasi,Purchase Order,Approved,EXP_VPP,7000036559,SHREE JAISWAL ENTERPRISES,EXP,var,02-08-2025 09:00,C_1100223,SHREE JAISWAL ENTERPRISES,85104,0,0,VAR-099761,'000000000092318062,1 INCH TO 1 INCH BRASS COLLAR.,85104,1,78.8,1080,EA,08-08-2025 11:58,PN001,NULL,NULL,C_1100223,7,78.5,31-08-2024,48,28,0.3,324
1000,CJSJ LTD,1004,"CJSJ Works, Mangrol",GV05406,INR,15-08-2025,Null - PUN,Purchase Order,Approved,EXP_VPP,7000036587,Suresh Poonamchand Bagmar,EXP,pun,10-07-2025 15:48,C_1100223,SURESH POONAMCHAND BAGMAR,403335,0,0,PUN-062771,'000000000092318123,CPVC 1 1/4 INCH TO 1 INCH REDUCER BUSH.,56227.2,1,117.14,480,EA,08-08-2025 12:29,PN001,NULL,NULL,C_1100223,11,110,31-08-2024,39,51,7.14,3427.2
1000,CJSJ LTD,1015,CJSJ Pearl ,GV05406,INR,29-05-2025,Vadodara,Purchase Order,Approved,EXP_VPP,7000036591,Suresh Poonamchand Bagmar,EXP,vdd,29-05-2025 09:04,C_1100196,SURESH POONAMCHAND BAGMAR,1236060,0,0,VDD-123379,'000000000092107263,MANDREL KEY DRG. NO. MISC-751,1177200,1,98.1,12000,EA,08-08-2025 23:19,MC001,NULL,NULL,C_1100196,8,97,31-05-2024,67,1,1.1,13200
1000,CJSJ LTD,1001,"CJSJ Works, Nashik",GV03090,INR,08-08-2025,#NAME?,Purchase Order,Approved,EXP_VPP,7000036609,MAA BHAGWATI ASSOCIATES,EXP,ror,01-08-2025 11:14,C_1100534,MAA BHAGWATI ASSOCIATES,18030,0,0,ROR-109204,'000000000093500111,SIEMENS/3273/DCR-720/50C470/IP,15300,1,85,180,EA,18-08-2025 12:28,CHILDPT,NULL,NULL,C_1100534,5,82,31-08-2024,29,29,3,540
1000,CJSJ LTD,1902,"CJSJ Works, Ayodhya",GV02331,INR,30-07-2025,Amingoan,Purchase Order,Approved,EXP_VPP,7000036610,HANSRATAN,EXP,guw,31-07-2025 04:40,C_1188218,HANSRATAN,6250,0,0,GUW-141931,'000000000092318150,GI 3/4 INCH ELBOW.,5952.5,1,238.1,25,EA,01-08-2025 07:20,PN001,NULL,NULL,C_1188218,17,220,31-07-2024,61,0,18.1,452.5
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600004687,HARE KRISHNA HILL - TAPF,GRP,gah,01-08-2025 09:56,C_1102091,HARE KRISHNA HILL - TAPF,335743,0,0,GAH-065525,'000000000092318115,CPVC 2   INCH BALL VALVE.,125580,1,161,780,EA,05-08-2025 04:45,PN001,NULL,NULL,C_1102091,2,154,30-09-2024,0,59,7,5460
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600004687,HARE KRISHNA HILL - TAPF,GRP,gah,01-08-2025 09:56,C_1102091,HARE KRISHNA HILL - TAPF,335743,0,0,GAH-065529,'000000000092318118,CPVC 2    INCH END CAP.,4860,1,81,60,EA,05-08-2025 04:45,PN001,NULL,NULL,C_1102091,13,80,30-09-2024,0,59,1,60
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600004687,HARE KRISHNA HILL - TAPF,GRP,gah,01-08-2025 09:56,C_1102091,HARE KRISHNA HILL - TAPF,335743,0,0,GAH-065531,'000000000092318138,GI 1/2INCH UNION.,4860,1,54,90,EA,05-08-2025 04:45,PN001,NULL,NULL,C_1102091,16,53,30-09-2024,0,59,1,90
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,01-08-2025,NULL,Purchase Order,Approved,GRP_MTL,4600004687,HARE KRISHNA HILL - TAPF,GRP,gah,01-08-2025 09:56,C_1102091,HARE KRISHNA HILL - TAPF,335743,0,0,GAH-065523,'000000000092318097,CPVC 1 1/2  INCH TEE.,3450,1,345,10,EA,05-08-2025 04:45,PN001,NULL,NULL,C_1102091,33,319,30-09-2024,0,59,26,260
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09343,INR,31-07-2025,NULL,Purchase Order,Approved,EXP_VPP,7000036612,NEW DELHI - TAPF,GRP,bhd,31-07-2025 09:19,C_6500429,NEW DELHI - TAPF,9135,0,0,BHD-250143,'000000000092318075,CPVC 1 1/4  INCH BRASS FTA.,9135,1,87,105,EA,01-08-2025 12:00,PN001,NULL,NULL,C_6500429,3,85.5,30-09-2024,4,60,1.5,157.5
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV05309,INR,05-08-2025, - Narsingi,Purchase Order,Approved,EXP_VPP,7000036615,SS Jaggery Industries,EXP,nsi,01-08-2025 10:51,C_2104236,SS JAGGERY INDUSTRIES,65664,0,0,NSI-031093,'000000000092318048,CPVC 1 INCH BRASS MTA.,65664,1,54.72,1200,EA,07-08-2025 06:26,PN001,NULL,NULL,C_2104236,16,49.5,30-09-2024,5,59,5.22,6264
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03689,INR,07-08-2025,#NAME?,Purchase Order,Approved,EXP_VPP,7000036617,Omkar Traders,EXP,ror,31-07-2025 10:41,C_1100147,OMKAR TRADERS,5877,0,0,ROR-108616,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,3333.3,1,333.33,10,EA,07-08-2025 06:27,PN001,NULL,NULL,C_1100147,4,318,31-10-2024,60,91,15.33,153.3
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03689,INR,07-08-2025,#NAME?,Purchase Order,Approved,EXP_VPP,7000036617,Omkar Traders,EXP,ror,31-07-2025 10:41,C_1100147,OMKAR TRADERS,5877,0,0,ROR-108616,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,3333.3,1,333.33,10,EA,07-08-2025 06:27,PN001,NULL,NULL,C_1100147,4,318,31-10-2024,60,91,15.33,153.3
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV05406,INR,31-07-2025,#NAME?,Purchase Order,Approved,EXP_VPP,7000036618,Suresh Poonamchand Bagmar,EXP,ror,30-07-2025 11:23,C_1100484,SURESH POONAMCHAND BAGMAR,3120,0,0,ROR-108015,'000000000092318041,CPVC 1 INCH UNION.,3120,1,52,60,EA,01-08-2025 09:43,PN001,NULL,NULL,C_1100484,16,39.5,30-09-2024,0,61,12.5,750
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03345,INR,30-07-2025,NULL,Purchase Order,Approved,EXP_VPP,7000036621,MIRACLE FOODS,EXP,vkh,30-07-2025 11:49,C_1100400,MIRACLE FOODS,90240,0,0,VKH-227318,'000000000092318132,GI 1 INCH FTA.,60000,1,100,600,EA,01-08-2025 09:13,PN001,NULL,NULL,C_1100400,20,95,31-08-2024,33,31,5,3000
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV01924,INR,22-02-2025,Jigani,Purchase Order,Approved,EXP_VPP,7000036622,DHEER HOSPITALITY INDIA PRIVATE LIMITED,EXP,jig,22-02-2025 05:07,C_1100140,DHEER HOSPITALITY INDIA PRIVATE LIMITED,2700,0,0,JIG-115304,'000000000091500837,3574 RT ENDPLATE DE,2700,1,45,60,EA,26-02-2025 07:09,CHILDPT,NULL,NULL,C_1100140,28,43,31-05-2024,50,98,2,120
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03689,INR,11-07-2025, - Puri,Purchase Order,Approved,EXP_VPP,7300003904,Omkar Traders,EXP,pur,11-07-2025 12:20,C_1100400,OMKAR TRADERS,75774,0,0,PUR-065184,'000000000092318152,GI 3/4 INCH 45 DEGREE BEND.,66666,1,333.33,200,EA,29-07-2025 16:37,PN001,NULL,NULL,C_1100400,5,320,31-10-2024,40,111,13.33,2666
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049614,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,9100,1,70,130,EA,29-07-2025 11:24,PN001,Closure of P.O,NULL,C_1100567,5,61,30-06-2024,30,39,9,1170
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049614,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,9100,1,70,130,EA,29-07-2025 11:24,PN001,Closure of P.O,NULL,C_1100567,16,66,31-05-2024,141,9,4,520
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049614,'000000000092318182,GI 1 1/2 INCH EX NIPPLE.,9100,1,70,130,EA,29-07-2025 11:24,PN001,Closure of P.O,NULL,C_1100567,15,61,30-06-2024,87,39,9,1170
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV01924,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003907,DHEER HOSPITALITY INDIA PRIVATE LIMITED,EXP,msr,21-05-2025 12:08,C_1100534,DHEER HOSPITALITY INDIA PRIVATE LIMITED,1795795,0,0,MSR-049572,'000000000092318044,CPVC 1 INCH 90 DEGREE BEND.,700,1,140,5,EA,29-07-2025 11:27,PN001,Closure of P.O,NULL,C_1100534,27,121,30-06-2024,87,39,19,95
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049613,'000000000092318145,GI 1/2 INCH TEE.,118440,1,94,1260,EA,29-07-2025 11:24,PN001,Closure of P.O,NULL,C_1100567,10,86,31-05-2024,141,9,8,10080
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049613,'000000000092318145,GI 1/2 INCH TEE.,118440,1,94,1260,EA,29-07-2025 11:24,PN001,Closure of P.O,NULL,C_1100567,8,92,30-06-2024,87,39,2,2520
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV01924,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003908,DHEER HOSPITALITY INDIA PRIVATE LIMITED,EXP,msr,21-05-2025 12:24,C_1100244,DHEER HOSPITALITY INDIA PRIVATE LIMITED,203167,0,0,MSR-049579,'000000000092318113,CPVC 2   INCH COLLAR.,8925,1,42.5,210,EA,29-07-2025 11:27,PN001,Closure of P.O,NULL,C_1100244,3,41.6,31-05-2024,141,9,0.9,189
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV01924,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003908,DHEER HOSPITALITY INDIA PRIVATE LIMITED,EXP,msr,21-05-2025 12:24,C_1100244,DHEER HOSPITALITY INDIA PRIVATE LIMITED,203167,0,0,MSR-049579,'000000000092318113,CPVC 2   INCH COLLAR.,8925,1,42.5,210,EA,29-07-2025 11:27,PN001,Closure of P.O,NULL,C_1100244,5,38.2,30-06-2024,87,39,4.3,903
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049612,'000000000092318053,CPVC 1 INCH BALL VALVE.,209250,1,93,2250,EA,29-07-2025 11:23,PN001,Closure of P.O,NULL,C_1100567,15,85,31-05-2024,141,9,8,18000
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV02971,INR,21-05-2025,Mysore,Purchase Order,Approved,EXP_VPP,7300003905,LAKSHMI TRADING CO,EXP,msr,21-05-2025 13:18,C_1100567,LAKSHMI TRADING CO,229920,0,0,MSR-049612,'000000000092318053,CPVC 1 INCH BALL VALVE.,209250,1,93,2250,EA,29-07-2025 11:23,PN001,Closure of P.O,NULL,C_1100567,11,89,30-06-2024,87,39,4,9000
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,18-07-2025,NULL,Purchase Order,Approved,GRP_MTL,7300003909,HARE KRISHNA HILL - TAPF,GRP,gah,18-07-2025 06:19,C_1101681,HARE KRISHNA HILL - TAPF,234690,0,0,GAH-062300,'000000000092318047,CPVC 1 INCH FTA.,3660,1,122,30,EA,19-07-2025 10:18,PN001,NULL,NULL,C_1101681,18,120,31-08-2024,21,43,2,60
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03345,INR,18-07-2025,Silvasa,Purchase Order,Approved,EXP_VPP,7000036607,MIRACLE FOODS,EXP,sil,18-07-2025 05:13,C_3000879,MIRACLE FOODS,1731840,0,0,SIL-139142,'000000000092318115,CPVC 2   INCH BALL VALVE.,865920,1,164,5280,EA,19-07-2025 10:50,PN001,Due to Rejection New PO Cretaed,NULL,C_3000879,9,163,31-07-2024,50,12,1,5280
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV09321,INR,18-07-2025,NULL,Purchase Order,Approved,GRP_MTL,7300003909,HARE KRISHNA HILL - TAPF,GRP,gah,18-07-2025 06:19,C_1101681,HARE KRISHNA HILL - TAPF,234690,0,0,GAH-062291,'000000000092318167,GI 1 1/4 INCH TEE.,16500,1,110,150,EA,19-07-2025 10:18,PN001,NULL,NULL,C_1101681,5,108,31-08-2024,21,43,2,300
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03210,INR,28-05-2025,NULL,Purchase Order,Approved,EXP_VPP,7000036590,MANGAL DEEP,EXP,vkh,28-05-2025 08:20,C_1100147,MANGAL DEEP,2139380,0,0,VKH-188824,'000000000092318132,GI 1 INCH FTA.,159280,1,88,1810,EA,30-07-2025 08:41,PN001,July Indent,NULL,C_1100147,17,85,31-05-2024,146,2,3,5430
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV01079,INR,29-07-2025,Vrindavan,Purchase Order,Approved,EXP_VPP,7000036581,Agrawal Trading Company,EXP,vri,29-07-2025 05:59,C_1100400,AGRAWAL TRADING COMPANY,17000,0,0,VRI-235209,'00000000002200260,SLEEVE KALMINEX 41 KAPEX 240x50 CAP.,8250,1,33,250,EA,30-07-2025 12:56,PCPRM,NULL,NULL,C_1100400,6,31.3,31-07-2024,58,1,1.7,425
1000,CJSJ LTD,1408,"CJSJ Plant, Delhi",GV03884,INR,29-07-2025,Jigani,Purchase Order,Approved,EXP_VPP,7000036585,PRABHULAL  &  SONS,EXP,jig,29-07-2025 04:44,C_3000879,PRABHULAL  &  SONS,104535,0,0,JIG-166384,'000000000092318090,CPVC 1 1/2  INCH 90 DEGREE BEND.,104535,1,103.5,1010,EA,30-07-2025 07:09,PN001,NULL,NULL,C_3000879,11,102,31-08-2024,32,32,1.5,1515
